peak_to_valley_um,rms_residual_um,plane_x_slope,plane_y_slope,product_test_score,month,part_id
0.989186545454551,0.2077475226308913,0.15453054545455172,0.0003418181818162225,93.573,current,C-0000
0.8068056363636273,0.17806109119514626,0.12523145454545984,-0.03980248484848303,94.206,current,C-0001
1.1280488484848448,0.24293526788694783,0.18371533333334075,-0.05182139393939522,93.156,current,C-0002
0.9404317575757233,0.20511324919899637,0.17291066666667246,-0.05073527272727496,93.915,current,C-0003
1.294329212121184,0.24980648372714662,0.097586303030311,-0.0507372121212164,96.373,current,C-0004
1.2065317575757817,0.26987246997278586,0.18875696969697664,-0.0902726060606085,97.284,current,C-0005
1.0088693333333225,0.20715281475570657,0.23838593939394462,-0.08487103030303444,92.675,current,C-0006
1.4287920000000227,0.22957094710416498,0.18362751515151898,-0.1112423030303038,93.29,current,C-0007
1.1203503030302358,0.2029753381610085,0.20110424242425215,-0.050824848484850804,94.043,current,C-0008
1.355295272727247,0.24648209715822178,0.1775949090909157,-0.008906666666668173,92.263,current,C-0009
1.03084878787881,0.23825063879064712,0.2698666060606138,-0.07503109090909277,93.16,current,C-0010
1.3896570909090897,0.2550990205542892,0.12839103030303606,-0.07064424242424572,95.035,current,C-0011
0.8791134545454327,0.18477724582301602,0.2840707878787935,-0.06221684848485154,95.204,current,C-0012
0.9821270303030545,0.18830848646488849,0.14454127272727785,-0.02299048484848676,95.876,current,C-0013
1.036044969696981,0.20457919173254044,0.21004315151515782,-0.11559612121212304,93.187,current,C-0014
0.8431357575757588,0.16920076032290304,0.18261121212121886,-0.09614939393939537,94.035,current,C-0015
1.0011921212121635,0.19296532722690846,0.16188345454546021,-0.040025030303029396,95.911,current,C-0016
0.9849061212120986,0.22140237771854254,0.22043642424242918,-0.04489036363636423,94.758,current,C-0017
1.1110928484848301,0.2055856058736214,0.16881987878788332,-0.018057454545456153,96.708,current,C-0018
1.1490759999999867,0.23707876110438045,0.12092981818182338,-0.022988484848484703,95.004,current,C-0019
1.4266900606060844,0.2617575693386156,0.21908290909091474,-0.07545612121212208,93.154,current,C-0020
1.2152663030303472,0.27513145889280827,0.15945806060606701,-0.08141842424242718,94.821,current,C-0021
1.0681606060606441,0.20687452739025025,0.1796072121212184,-0.06274951515151628,92.418,current,C-0022
1.0327347878787592,0.22011369451152996,0.18333721212121787,-0.03562327272727295,94.492,current,C-0023
0.9137415151515498,0.18375185254238258,0.22369096969697522,0.005191575757571343,91.818,current,C-0024
0.8855712727272831,0.19441268758018732,0.17274309090909612,0.014276060606061236,95.427,current,C-0025
1.0641016969696935,0.21850562939229115,0.21015915151515768,-0.02913515151515611,93.49,current,C-0026
0.826130424242379,0.17073264405514393,0.17263200000000564,-0.0712355151515176,96.62,current,C-0027
1.1755749090909475,0.22674315855503813,0.14026654545454992,-0.09984739393939712,95.642,current,C-0028
1.1537396363636816,0.21462221676774976,0.15531733333333905,-0.079705939393941,92.403,current,C-0029
1.3185806060606424,0.2583769339090514,0.18179418181818732,-0.08630242424242596,99.98,current,C-0030
0.8689822424242308,0.1994819176112169,0.1923062424242468,-0.07437933333333113,91.651,current,C-0031
1.3288344242424088,0.23704742834728323,0.22636387878788458,-0.08761890909091008,95.118,current,C-0032
1.1338127272727192,0.1894915085534138,0.14000612121212633,-0.05911860606060948,97.128,current,C-0033
1.1157004848484888,0.2062964911113331,0.14450024242424783,-0.04507866666666871,93.836,current,C-0034
1.1894664242423687,0.24128677692008876,0.22654969696970373,-0.032961696969703524,92.413,current,C-0035
0.8553595151515339,0.18712110170365062,0.22068278787879186,-0.05282836363636534,92.591,current,C-0036
1.2205000000000155,0.26050151775001346,0.10156375757576552,-0.015698545454545965,97.239,current,C-0037
0.979996121212146,0.20749334724180013,0.27635072727273335,-0.0428466060606052,93.336,current,C-0038
0.9269963636363912,0.18958001608539715,0.1372880606060667,-0.04284406060606294,93.901,current,C-0039
1.0287031515151313,0.1998173657387867,0.20438945454546106,-0.0753390303030308,94.094,current,C-0040
0.8387879999999655,0.1768299513406917,0.18395709090909618,-0.050602060606060206,93.085,current,C-0041
1.3578953939394296,0.27101130230043163,0.15217157575758336,-0.030201515151516034,97.237,current,C-0042
1.1622724848485149,0.25891525807327676,0.23159696969697666,-0.07721236363636486,92.347,current,C-0043
1.1336761212121473,0.26246267434396814,0.18660284848485445,0.016083818181817477,96.727,current,C-0044
1.0617232121211941,0.2125646812289608,0.14744200000000535,-0.029466606060609024,95.753,current,C-0045
